 -3.1415901184E+00  0.0000000000E+00  2.19159E-02  2.84480E-01
 -3.1415901184E+00  2.0000000000E-01  2.82306E-03  8.94035E-01
 -3.1415901184E+00  4.0000000000E-01  1.42663E-03  1.00507E+00
 -3.1415901184E+00  6.0000000000E-01  8.64840E-04  1.27402E+00
 -3.1415901184E+00  8.0000000000E-01  5.63383E-04  1.36840E+00
 -3.1415901184E+00  1.0000000000E+00  3.94882E-04  1.33654E+00
 -3.1415901184E+00  1.2000000000E+00  2.87120E-04  1.38047E+00
 -3.1415901184E+00  1.4000000000E+00  2.16080E-04  1.55739E+00
 -3.1415901184E+00  1.6000000000E+00  1.67548E-04  1.47675E+00
 -3.1415901184E+00  1.8000000000E+00  1.31420E-04  1.47740E+00
 -3.1415901184E+00  2.0000000000E+00  1.04595E-04  1.46891E+00
 -3.1415901184E+00  2.2000000000E+00  8.49239E-05  1.59233E+00
 -3.1415901184E+00  2.4000000000E+00  7.00102E-05  1.77404E+00
 -3.1415901184E+00  2.6000000000E+00  5.86631E-05  1.86323E+00
 -3.1415901184E+00  2.8000000000E+00  4.92648E-05  2.06410E+00
 -3.1415901184E+00  3.0000000000E+00  4.12023E-05  2.13616E+00
 -3.1415901184E+00  3.2000000000E+00  3.50887E-05  2.11347E+00
 -3.1415901184E+00  3.4000000000E+00  3.00504E-05  1.97375E+00
 -3.1415901184E+00  3.6000000000E+00  2.60748E-05  2.56144E+00
 -3.1415901184E+00  3.8000000000E+00  2.24835E-05  2.88213E+00
 -3.1415901184E+00  4.0000000000E+00  1.96274E-05  2.87350E+00
 -3.1415901184E+00  4.2000000000E+00  1.72114E-05  2.71931E+00
 -3.1415901184E+00  4.4000000000E+00  1.53257E-05  3.17275E+00
 -3.1415901184E+00  4.6000000000E+00  1.32520E-05  3.42906E+00
 -3.1415901184E+00  4.8000000000E+00  1.18126E-05  2.72470E+00
 -3.1415901184E+00  5.0000000000E+00  1.02814E-05  2.16465E+00
 -3.1415901184E+00  5.2000000000E+00  9.13955E-06  2.13528E+00
 -3.1415901184E+00  5.4000000000E+00  8.19187E-06  2.96956E+00
 -3.1415901184E+00  5.6000000000E+00  7.68477E-06  2.72603E+00
 -3.1415901184E+00  5.8000000000E+00  6.76398E-06  2.90899E+00
 -3.1415901184E+00  6.0000000000E+00  5.97610E-06  3.26420E+00
 -3.1415901184E+00  6.2000000000E+00  5.38507E-06  3.00553E+00
 -3.1415901184E+00  6.4000000000E+00  4.83813E-06  3.11555E+00
 -3.1415901184E+00  6.6000000000E+00  4.34411E-06  3.50792E+00
 -3.1415901184E+00  6.8000000000E+00  3.80706E-06  4.46784E+00
 -3.1415901184E+00  7.0000000000E+00  3.35032E-06  4.21668E+00
 -3.1415901184E+00  7.2000000000E+00  2.99978E-06  3.28738E+00
 -3.1415901184E+00  7.4000000000E+00  2.65773E-06  4.00476E+00
 -3.1415901184E+00  7.6000000000E+00  2.35459E-06  4.22599E+00
 -3.1415901184E+00  7.8000000000E+00  2.11558E-06  5.26167E+00
 -3.1415901184E+00  8.0000000000E+00  1.92684E-06  5.48280E+00
 -3.1415901184E+00  8.2000000000E+00  1.79743E-06  5.22461E+00
 -3.1415901184E+00  8.4000000000E+00  1.63334E-06  6.37029E+00
 -3.1415901184E+00  8.6000000000E+00  1.46703E-06  7.92351E+00
 -3.1415901184E+00  8.8000000000E+00  1.37965E-06  7.69129E+00
 -3.1415901184E+00  9.0000000000E+00  1.23342E-06  7.05981E+00
 -3.1415901184E+00  9.2000000000E+00  1.14362E-06  7.13626E+00
 -3.1415901184E+00  9.4000000000E+00  1.06914E-06  7.77209E+00
 -3.1415901184E+00  9.6000000000E+00  9.66437E-07  9.13837E+00
 -3.1415901184E+00  9.8000000000E+00  8.67356E-07  7.73202E+00
 -3.1415901184E+00  1.0000000000E+01  8.67356E-07  7.73202E+00

 -2.9321507772E+00  0.0000000000E+00  2.19159E-02  2.84480E-01
 -2.9321507772E+00  2.0000000000E-01  2.82306E-03  8.94035E-01
 -2.9321507772E+00  4.0000000000E-01  1.42663E-03  1.00507E+00
 -2.9321507772E+00  6.0000000000E-01  8.64840E-04  1.27402E+00
 -2.9321507772E+00  8.0000000000E-01  5.63383E-04  1.36840E+00
 -2.9321507772E+00  1.0000000000E+00  3.94882E-04  1.33654E+00
 -2.9321507772E+00  1.2000000000E+00  2.87120E-04  1.38047E+00
 -2.9321507772E+00  1.4000000000E+00  2.16080E-04  1.55739E+00
 -2.9321507772E+00  1.6000000000E+00  1.67548E-04  1.47675E+00
 -2.9321507772E+00  1.8000000000E+00  1.31420E-04  1.47740E+00
 -2.9321507772E+00  2.0000000000E+00  1.04595E-04  1.46891E+00
 -2.9321507772E+00  2.2000000000E+00  8.49239E-05  1.59233E+00
 -2.9321507772E+00  2.4000000000E+00  7.00102E-05  1.77404E+00
 -2.9321507772E+00  2.6000000000E+00  5.86631E-05  1.86323E+00
 -2.9321507772E+00  2.8000000000E+00  4.92648E-05  2.06410E+00
 -2.9321507772E+00  3.0000000000E+00  4.12023E-05  2.13616E+00
 -2.9321507772E+00  3.2000000000E+00  3.50887E-05  2.11347E+00
 -2.9321507772E+00  3.4000000000E+00  3.00504E-05  1.97375E+00
 -2.9321507772E+00  3.6000000000E+00  2.60748E-05  2.56144E+00
 -2.9321507772E+00  3.8000000000E+00  2.24835E-05  2.88213E+00
 -2.9321507772E+00  4.0000000000E+00  1.96274E-05  2.87350E+00
 -2.9321507772E+00  4.2000000000E+00  1.72114E-05  2.71931E+00
 -2.9321507772E+00  4.4000000000E+00  1.53257E-05  3.17275E+00
 -2.9321507772E+00  4.6000000000E+00  1.32520E-05  3.42906E+00
 -2.9321507772E+00  4.8000000000E+00  1.18126E-05  2.72470E+00
 -2.9321507772E+00  5.0000000000E+00  1.02814E-05  2.16465E+00
 -2.9321507772E+00  5.2000000000E+00  9.13955E-06  2.13528E+00
 -2.9321507772E+00  5.4000000000E+00  8.19187E-06  2.96956E+00
 -2.9321507772E+00  5.6000000000E+00  7.68477E-06  2.72603E+00
 -2.9321507772E+00  5.8000000000E+00  6.76398E-06  2.90899E+00
 -2.9321507772E+00  6.0000000000E+00  5.97610E-06  3.26420E+00
 -2.9321507772E+00  6.2000000000E+00  5.38507E-06  3.00553E+00
 -2.9321507772E+00  6.4000000000E+00  4.83813E-06  3.11555E+00
 -2.9321507772E+00  6.6000000000E+00  4.34411E-06  3.50792E+00
 -2.9321507772E+00  6.8000000000E+00  3.80706E-06  4.46784E+00
 -2.9321507772E+00  7.0000000000E+00  3.35032E-06  4.21668E+00
 -2.9321507772E+00  7.2000000000E+00  2.99978E-06  3.28738E+00
 -2.9321507772E+00  7.4000000000E+00  2.65773E-06  4.00476E+00
 -2.9321507772E+00  7.6000000000E+00  2.35459E-06  4.22599E+00
 -2.9321507772E+00  7.8000000000E+00  2.11558E-06  5.26167E+00
 -2.9321507772E+00  8.0000000000E+00  1.92684E-06  5.48280E+00
 -2.9321507772E+00  8.2000000000E+00  1.79743E-06  5.22461E+00
